Watched,Original Title,IMDb Rating,Runtime (mins),Year,Genres,URL
True,Back to the Future Part II,7.8,108,1989,"Adventure, Comedy, Sci-Fi",https://www.imdb.com/title/tt0096874/
True,Back to the Future Part III,7.4,118,1990,"Adventure, Comedy, Sci-Fi, Western",https://www.imdb.com/title/tt0099088/
True,X,6.5,105,2022,"Horror, Mystery, Thriller",https://www.imdb.com/title/tt13560574/
True,American Psycho,7.6,102,2000,"Crime, Drama, Horror",https://www.imdb.com/title/tt0144084/
True,Get Out,7.8,104,2017,"Horror, Mystery, Thriller",https://www.imdb.com/title/tt5052448/
True,Evil Dead Rise,6.5,96,2023,Horror,https://www.imdb.com/title/tt13345606/
True,Doctor Sleep,7.3,152,2019,"Drama, Fantasy, Horror, Thriller",https://www.imdb.com/title/tt5606664/
True,The Descent,7.2,99,2005,"Adventure, Horror, Thriller",https://www.imdb.com/title/tt0435625/
True,Split,7.3,117,2016,"Horror, Thriller",https://www.imdb.com/title/tt4972582/
True,The Lighthouse,7.4,109,2019,"Drama, Fantasy, Horror, Mystery, Thriller",https://www.imdb.com/title/tt7984734/
True,A Quiet Place,7.5,90,2018,"Drama, Horror, Sci-Fi",https://www.imdb.com/title/tt6644200/
True,The Meg,5.7,113,2018,"Action, Horror, Sci-Fi, Thriller",https://www.imdb.com/title/tt4779682/
True,Halloween,7.7,91,1978,"Horror, Thriller",https://www.imdb.com/title/tt0077651/
True,Titanic,7.9,194,1997,"Drama, Romance",https://www.imdb.com/title/tt0120338/
True,Twilight,5.3,122,2008,"Drama, Fantasy, Romance",https://www.imdb.com/title/tt1099212/
True,Pride & Prejudice,7.8,129,2005,"Drama, Romance",https://www.imdb.com/title/tt0414387/
True,Remember Me,7.1,113,2010,"Drama, Romance",https://www.imdb.com/title/tt1403981/
True,Avatar: The Way of Water,7.5,192,2022,"Action, Adventure, Fantasy, Sci-Fi",https://www.imdb.com/title/tt1630029/
True,The Suicide Squad,7.2,132,2021,"Action, Adventure, Comedy, Sci-Fi",https://www.imdb.com/title/tt6334354/
True,Tenet,7.3,150,2020,"Action, Sci-Fi, Thriller",https://www.imdb.com/title/tt6723592/
True,John Wick: Chapter 4,7.7,169,2023,"Action, Crime, Thriller",https://www.imdb.com/title/tt10366206/
True,John Wick: Chapter 2,7.4,122,2017,"Action, Crime, Thriller",https://www.imdb.com/title/tt4425200/
True,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,6.1,109,2020,"Action, Comedy, Crime",https://www.imdb.com/title/tt7713068/
True,John Wick,7.4,101,2014,"Action, Crime, Thriller",https://www.imdb.com/title/tt2911666/
True,John Wick: Chapter 3 - Parabellum,7.4,130,2019,"Action, Crime, Thriller",https://www.imdb.com/title/tt6146586/
True,Nobody,7.4,92,2021,"Action, Crime, Drama, Thriller",https://www.imdb.com/title/tt7888964/
True,Baby Driver,7.5,113,2017,"Action, Crime, Drama, Music",https://www.imdb.com/title/tt3890160/
True,Deadpool 2,7.6,119,2018,"Action, Adventure, Comedy, Sci-Fi",https://www.imdb.com/title/tt5463162/
True,El Camino: A Breaking Bad Movie,7.3,122,2019,"Action, Crime, Drama, Thriller",https://www.imdb.com/title/tt9243946/
True,Home Alone,7.7,103,1990,"Comedy, Family",https://www.imdb.com/title/tt0099785/
True,The Super Mario Bros. Movie,7.0,92,2023,"Animation, Adventure, Comedy, Family, Fantasy",https://www.imdb.com/title/tt6718170/
True,La La Land,8.0,128,2016,"Comedy, Drama, Music, Musical, Romance",https://www.imdb.com/title/tt3783958/
True,Home Alone 2: Lost in New York,6.9,120,1992,"Adventure, Comedy, Crime, Family",https://www.imdb.com/title/tt0104431/
True,Babylon,7.1,189,2022,"Comedy, Drama, History",https://www.imdb.com/title/tt10640346/
True,Cars,7.2,116,2006,"Animation, Adventure, Comedy, Family, Sport",https://www.imdb.com/title/tt0317219/
True,Cars 3,6.7,102,2017,"Animation, Adventure, Comedy, Family, Sport",https://www.imdb.com/title/tt3606752/
True,Cars 2,6.2,106,2011,"Animation, Adventure, Comedy, Crime, Family, Sport",https://www.imdb.com/title/tt1216475/
True,Ratatouille,8.1,111,2007,"Animation, Adventure, Comedy, Family, Fantasy",https://www.imdb.com/title/tt0382932/
True,Don't Look Up,7.2,138,2021,"Comedy, Drama, Sci-Fi",https://www.imdb.com/title/tt11286314/
True,Cruella,7.3,134,2021,"Adventure, Comedy, Crime, Drama",https://www.imdb.com/title/tt3228774/
True,Chicken Run,7.1,84,2000,"Animation, Adventure, Comedy, Drama, Family",https://www.imdb.com/title/tt0120630/
True,Kung Fu Panda,7.6,92,2008,"Animation, Action, Adventure, Comedy, Family, Fantasy",https://www.imdb.com/title/tt0441773/
True,Shrek,7.9,90,2001,"Animation, Adventure, Comedy, Family, Fantasy, Romance",https://www.imdb.com/title/tt0126029/
True,Shrek 2,7.3,93,2004,"Animation, Adventure, Comedy, Family, Fantasy, Romance",https://www.imdb.com/title/tt0298148/
True,Shrek the Third,6.1,93,2007,"Animation, Adventure, Comedy, Family, Fantasy, Romance",https://www.imdb.com/title/tt0413267/
True,Shrek Forever After,6.3,93,2010,"Animation, Adventure, Comedy, Family, Fantasy, Romance",https://www.imdb.com/title/tt0892791/
True,Sin City,8.0,124,2005,"Crime, Thriller",https://www.imdb.com/title/tt0401792/
True,Sin City: A Dame to Kill For,6.5,102,2014,"Action, Crime, Thriller",https://www.imdb.com/title/tt0458481/
True,Kill Bill: Vol. 2,8.0,137,2004,"Action, Crime, Thriller",https://www.imdb.com/title/tt0378194/
True,The Hateful Eight,7.8,168,2015,"Crime, Drama, Mystery, Thriller, Western",https://www.imdb.com/title/tt3460252/
True,12 Monkeys,8.0,129,1995,"Mystery, Sci-Fi, Thriller",https://www.imdb.com/title/tt0114746/
True,Final Destination 2,6.2,90,2003,"Horror, Thriller",https://www.imdb.com/title/tt0309593/
True,Final Destination 5,5.9,92,2011,"Horror, Thriller",https://www.imdb.com/title/tt1622979/
True,Final Destination,6.7,98,2000,"Horror, Thriller",https://www.imdb.com/title/tt0195714/
True,Final Destination 3,5.8,93,2006,"Horror, Thriller",https://www.imdb.com/title/tt0414982/
True,The Final Destination,5.1,82,2009,"Horror, Thriller",https://www.imdb.com/title/tt1144884/
True,The Texas Chain Saw Massacre,7.4,83,1974,Horror,https://www.imdb.com/title/tt0072271/
True,Capone,4.7,103,2020,"Biography, Crime, Drama",https://www.imdb.com/title/tt6199572/
True,Legend,6.9,132,2015,"Biography, Crime, Drama, Thriller",https://www.imdb.com/title/tt3569230/
True,The Drop,7.0,106,2014,"Crime, Drama, Thriller",https://www.imdb.com/title/tt1600196/
True,Lawless,7.2,116,2012,"Biography, Crime, Drama",https://www.imdb.com/title/tt1212450/
True,The Purge,5.7,85,2013,"Horror, Sci-Fi, Thriller",https://www.imdb.com/title/tt2184339/
True,The Purge: Anarchy,6.4,103,2014,"Action, Horror, Sci-Fi, Thriller",https://www.imdb.com/title/tt2975578/
True,The Purge: Election Year,6.0,108,2016,"Action, Horror, Sci-Fi, Thriller",https://www.imdb.com/title/tt4094724/
True,The First Purge,5.2,97,2018,"Action, Horror, Sci-Fi, Thriller",https://www.imdb.com/title/tt6133466/
True,The Forever Purge,5.4,103,2021,"Action, Crime, Horror, Thriller, Western",https://www.imdb.com/title/tt10327252/
True,Furiosa: A Mad Max Saga,7.8,148,2024,"Action, Adventure, Sci-Fi, Thriller",https://www.imdb.com/title/tt12037194/
True,Il conformista,7.9,113,1970,Drama,https://www.imdb.com/title/tt0065571/
True,Indiana Jones and the Kingdom of the Crystal Skull,6.2,122,2008,"Action, Adventure",https://www.imdb.com/title/tt0367882/
True,Indiana Jones and the Dial of Destiny,6.5,154,2023,"Action, Adventure, Sci-Fi",https://www.imdb.com/title/tt1462764/
True,Indiana Jones and the Last Crusade,8.2,127,1989,"Action, Adventure",https://www.imdb.com/title/tt0097576/
True,Mononoke-hime,8.3,134,1997,"Animation, Action, Adventure, Fantasy",https://www.imdb.com/title/tt0119698/
True,Warrior,8.1,140,2011,"Action, Drama, Sport",https://www.imdb.com/title/tt1291584/
